Index,Timestamp,lat,long,Obs1_bird_dist,Shoot_bird_dist,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,SocialGroup,Target,TarSpp,Scientific,BirdTree,Alarm_Presence,Alarm_Qty,Alarm_Spp,Alarm_Sex,Alarm_Conspecific,abundance,richness,Angle,Tar_Sex,Proximity,alarm,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_Under_Avg,Veg_under_height,Pre_Bird_Dense,Bird_Dense_Avg,Pre_Vocal,Pre_Behav,Mid_Vocal,Mid_Behav,Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist,Post_Bird_Height,Post_Bird_Dense,Post_Dense_Avg,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Rad_10_Avg,flock
584,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,1,thar,,,1,1,thar,f,1,6,4,0,f,4,,a,6,4,17,5,8,3202,1.75,1,1011,0.75,c,sally,a,dv,c,vig,0,9,4,3201,1.5,7,12,15,23,3,2,1,1,2,2,3,3,3,3,2.3,na
585,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,0,thar,,,,,,,,,,170,m,6,,q,6,4,17,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,12,15,23,na,na,na,na,na,na,na,na,na,na,0,na
586,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,0,mylo,,,,,,,,,,153,m,8,,c,6,4,17,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,12,15,23,na,na,na,na,na,na,na,na,na,na,0,na
587,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,0,mylo,,,,,,,,,,182,f,9,,q,6,4,17,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,12,15,23,na,na,na,na,na,na,na,na,na,na,0,na
588,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,0,myax,,,,,,,,,,143,m,16,,q,6,4,17,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,12,15,23,na,na,na,na,na,na,na,na,na,na,0,na
589,240712-072252,-12.1696,-69.0775,15,15,Secundario,Shrub,Heliconias,msf,0,epam,,,,,,,,,,186,u,14,,q,6,4,17,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,12,15,23,na,na,na,na,na,na,na,na,na,na,0,na
590,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,1,thar,,,1,2,thar,m,1,8,5,0,m,3,,a,5,4,15,4,4,3342,3,1,3111,1.5,c,sally,a,dv,q,fz,0,3,6,4312,2.5,3,6,9,15,3,3,2,2,1,1,2,2,2,2,2,na
591,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,thar,,,,,,,,,,166,f,6,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
592,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,myax,,,,,,,,,,20,m,6,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
593,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,myax,,,,,,,,,,308,f,3,,a,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
594,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,xiel,,,,,,,,,,97,u,11,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
595,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,glsp,,,,,,,,,,30,u,4,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
596,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,haru,,,,,,,,,,125,m,7,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
597,240712-085331,-12.1646,-69.0799,11,11,Secundario,Arboles,Heliconias,msf,0,haru,,,,,,,,,,111,f,9,,q,5,4,15,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,6,9,15,na,na,na,na,na,na,na,na,na,na,0,na
598,240712-095031,-12.1652,-69.0835,14,13,Secundario,Arboles,Lianas,solo,1,lahy,,,0,0,none,n,0,1,1,0,u,3,,q,6,4,8,6,11,2022,1.5,1,1000,0.25,s,sit,q,dv,q,u,0,45,6,u,#VALUE!,5,8,14,25,2,2,2,2,2,1,1,2,3,3,2,na
599,240712-113734,-12.1743,-69.0771,12,12,Secundario,Palmeras,Arboles,pair,1,deme,,,0,0,none,n,0,2,1,0,u,6,,q,4,6,8,2,8,1121,1.25,2,0011,0.5,c,gl,q,hd,c,move,0:25,0,2,0011,0.5,12,16,26,31,3,2,1,2,3,3,3,1,3,3,2.4,na
600,240712-113734,-12.1743,-69.0771,12,12,Secundario,Palmeras,Arboles,pair,0,deme,,,,,,,,,,173,u,5,,q,4,6,8,na,na,na,#VALUE!,2,na,#VALUE!,na,na,q,hd,na,na,na,na,na,na,#VALUE!,12,16,26,31,na,na,na,na,na,na,na,na,na,na,0,na
601,240712-120045,-12.1769,-69.0786,13,14,Secundario,heliconias,Lianas,msf,1,haru,,,1,1,haru,m,0,4,3,0,m,3,,a,3,4,11,7,18,3400,1.75,1,0031,1,c,gl,a,vs,c,dv,rec,14,7,0031,1,13,17,20,23,3,4,2,1,1,1,2,2,2,2,2,na
602,240712-120045,-12.1769,-69.0786,13,14,Secundario,heliconias,Lianas,msf,0,mylo,,,,,,,,,,263,m,1,,c,3,4,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,13,17,20,23,na,na,na,na,na,na,na,na,na,na,0,na
603,240712-120045,-12.1769,-69.0786,13,14,Secundario,heliconias,Lianas,msf,0,mylo,,,,,,,,,,105,f,7,,q,3,4,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,13,17,20,23,na,na,na,na,na,na,na,na,na,na,0,na
604,240712-120045,-12.1769,-69.0786,13,14,Secundario,heliconias,Lianas,msf,0,pher,,,,,,,,,,232,u,2,,q,3,4,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,13,17,20,23,na,na,na,na,na,na,na,na,na,na,0,na
605,240713-062513,-12.1838,-69.0804,8,8,Agricultura,Shrub,Arboles,ssf,1,cace,,,1,1,cace,u,1,5,1,0,u,4,,a,9,4,13,9,9,0122,1.25,1,2100,0.75,c,nest,a,dv,a,vig,0,7,8,2101,1,2,9,0,0,1,1,2,2,2,2,1,1,1,1,1.4,na
606,240713-062513,-12.1838,-69.0804,8,8,Agricultura,Shrub,Arboles,ssf,0,cace,,,,,,,,,,172,u,1,,c,9,4,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,9,0,0,na,na,na,na,na,na,na,na,na,na,0,na
607,240713-062513,-12.1838,-69.0804,8,8,Agricultura,Shrub,Arboles,ssf,0,cace,,,,,,,,,,95,u,1,,c,9,4,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,9,0,0,na,na,na,na,na,na,na,na,na,na,0,na
608,240713-062513,-12.1838,-69.0804,8,8,Agricultura,Shrub,Arboles,ssf,0,cace,,,,,,,,,,300,u,19,,c,9,4,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,9,0,0,na,na,na,na,na,na,na,na,na,na,0,na
609,240713-062513,-12.1838,-69.0804,8,8,Agricultura,Shrub,Arboles,ssf,0,cace,,,,,,,,,,183,u,2,,q,9,4,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,2,9,0,0,na,na,na,na,na,na,na,na,na,na,0,na
610,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,1,haru,,,0,0,none,n,0,6,6,0,m,10,,q,6,10,14,5,13,3333,3,1,0101,0.5,q,vig,q,fz,c,move to hwk,0:11,0,5,0101,0.5,8,11,13,19,3,2,2,1,1,1,2,2,3,3,2,na
611,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,0,deme,,,,,,,,,,333,u,6,,q,6,10,14,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,11,13,19,na,na,na,na,na,na,na,na,na,na,0,na
612,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,0,xigu,,,,,,,,,,279,u,8,,q,6,10,14,na,na,na,#VALUE!,1,na,#VALUE!,na,na,q,hd,na,na,na,na,na,na,#VALUE!,8,11,13,19,na,na,na,na,na,na,na,na,na,na,0,na
613,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,0,myax,,,,,,,,,,321,m,14,,q,6,10,14,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,11,13,19,na,na,na,na,na,na,na,na,na,na,0,na
614,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,0,auin,,,,,,,,,,130,u,3,,q,6,10,14,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,11,13,19,na,na,na,na,na,na,na,na,na,na,0,na
615,240713-080101,-12.1712,-69.0774,13,14,Secundario,Arboles,Palmeras,msf,0,livo,,,,,,,,,,340,u,8,,q,6,10,14,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,11,13,19,na,na,na,na,na,na,na,na,na,na,0,na
616,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,1,haru,,,1,3,haru,f,1,6,2,0,f,4,,a,5,6,13,4,6,2112,1.5,1,2101,1,c,gl,a,vs,c,vig,0,0,4,2101,1,4,7,11,23,3,2,2,2,2,1,1,2,1,1,1.7,na
617,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,0,haru,,,,,,,,,,210,m,3,,c,5,6,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,11,23,na,na,na,na,na,na,na,na,na,na,0,na
618,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,0,haru,,,,,,,,,,270,m,18,,c,5,6,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,11,23,na,na,na,na,na,na,na,na,na,na,0,na
619,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,0,haru,,,,,,,,,,42,f,9,,a,5,6,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,11,23,na,na,na,na,na,na,na,na,na,na,0,na
620,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,0,myax,,,,,,,,,,104,u,9,,a,5,6,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,11,23,na,na,na,na,na,na,na,na,na,na,0,na
621,240713-093519,-12.1666,-69.0763,14,15,Secundario,Shrub,Arboles,msf,0,myax,,,,,,,,,,141,u,11,,c,5,6,13,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,11,23,na,na,na,na,na,na,na,na,na,na,0,na
622,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,1,myme,,,0,0,none,n,0,6,5,0,f,4,,q,5,3,12,1,3,2222,2,2,1221,1.5,c,gl,q,dv,q,gl,0,9,2,2212,1.75,6,13,25,30,3,2,1,1,1,1,1,1,1,1,1.3,na
623,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,110,m,14,,c,5,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,25,30,na,na,na,na,na,na,na,na,na,na,0,na
624,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,189,m,20,,c,5,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,25,30,na,na,na,na,na,na,na,na,na,na,0,na
625,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,0,livo,,,,,,,,,,260,u,19,,s,5,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,25,30,na,na,na,na,na,na,na,na,na,na,0,na
626,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,341,u,16,,c,5,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,25,30,na,na,na,na,na,na,na,na,na,na,0,na
627,240713-101826,-12.1687,-69.0767,9,10,Secundario,Palmeras,Arboles,msf,0,epam,,,,,,,,,,149,u,15,,c,5,3,12,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,25,30,na,na,na,na,na,na,na,na,na,na,0,na
628,240713-105935,-12.1710,-69.0782,6,6,Secundario,Arboles,Heliconias,solo,1,myax,,,0,0,none,n,0,1,1,0,m,2,,c,6,3,13,4,4,3421,2.5,1,0012,0.75,q,gl,c/a?,dv,c,uk,0,23,3,uk,#VALUE!,6,10,17,21,3,2,2,2,1,1,1,1,1,1,1.5,na
629,240714-065924,-12.1863,-69.0794,8,9,Secundario,Palmeras,Shrub,pair,1,hafo,,,0,0,none,n,0,2,1,0,f,4,,q,4,3,11,2,3,4342,3.25,1,0120,0.75,c,gl,q,dv,c,fz,rec,7,1,4433,3.5,5,9,13,19,4,2,2,1,1,1,1,1,2,2,1.7,na
630,240714-065924,-12.1863,-69.0794,8,9,Secundario,Palmeras,Shrub,pair,0,hafo,,,,,,,,,,356,m,14,,q,4,3,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,9,13,19,na,na,na,na,na,na,na,na,na,na,0,na
631,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,1,thar,,,0,0,none,n,0,9,5,0,m,5,,c,5,5,11,3,6,2101,1,1,1001,0.5,c,sally,c/a,dv,c,vig,0,11,3,2101,1,7,13,14,25,2,3,1,2,3,2,1,1,1,1,1.7,na
632,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,144,f,3,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
633,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,140,m,4,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
634,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,135,f,4,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
635,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,83,m,11,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
636,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,myax,,,,,,,,,,26,f,11,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
637,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,212,m,10,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
638,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,220,f,14,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
639,240714-095216,-12.1924,-69.0797,9,9,Secundario,Palmeras,Arboles,msf,0,epam,,,,,,,,,,180,u,19,,q,5,5,11,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,13,14,25,na,na,na,na,na,na,na,na,na,na,0,na
640,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,1,thar,,,1,1,mylo,f,1,8,6,0,m,2,,c,5,2,13,4,5,2112,1.5,2,0121,1,c,sally glean,c,dv,c,vig,0,11,2,3321,2.25,7,10,16,20,3,2,2,1,1,1,1,2,3,3,1.9,na
641,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,362,f,14,,a,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
642,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,20,m,7,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
643,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,thar,,,,,,,,,,83,f,12,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
644,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,29,m,17,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
645,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,63,f,15,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
646,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,xemi,,,,,,,,,,331,u,12,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
647,240714-110516,-12.1921,-69.0805,na,na,Secundario,Palmeras,Arboles,msf,0,sigr,,,,,,,,,,14,u,6,,q,5,2,13,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,10,16,20,na,na,na,na,na,na,na,na,na,na,0,na
648,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,1,haru,,,1,1,haru,f,1,9,6,0,f,9,,a,4,9,18,2,3,4331,2.75,1,2022,1.5,c,sally,a,fz,c/a,vig/move,0:32,0,2,2022,1.5,0,0,13,23,4,2,1,1,1,2,3,2,1,1,1.8,na
649,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,haru,,,,,,,,,,161,m,11,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
650,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,sigr,,,,,,,,,,20,u,12,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,q,dv,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
651,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,myax,,,,,,,,,,330,m,6,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
652,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,myax,,,,,,,,,,321,f,8,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
653,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,myme,,,,,,,,,,332,m,14,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
654,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,xiel,,,,,,,,,,80,u,9,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
655,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,thar,,,,,,,,,,87,m,19,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
656,240714-102027,-12.1920,-69.0811,11,11,Secundario,Shrub,Arboles,msf,0,thar,,,,,,,,,,87,f,25,,q,4,9,18,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,13,23,na,na,na,na,na,na,na,na,na,na,0,na
657,240715-072423,-12.1813,-69.0773,15,15,Secundario,Palmeras,Arboles,msf,1,haru,,,1,1,haru,f,1,5,3,0,f,6,,a,5,9,15,3,5,4201,1.75,1,3200,1.25,c,sally glean,a,fz,c,vig,rec,5,2,3311,2,0,0,9,15,3,2,2,1,1,1,1,2,2,2,1.7,na
658,240715-072423,-12.1813,-69.0773,15,15,Secundario,Palmeras,Arboles,msf,0,haru,,,,,,,,,,235,m,7,,c,5,9,15,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,9,15,na,na,na,na,na,na,na,na,na,na,0,na
659,240715-072423,-12.1813,-69.0773,15,15,Secundario,Palmeras,Arboles,msf,0,mylo,,,,,,,,,,163,m,12,,c,5,9,15,3,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,9,15,na,na,na,na,na,na,na,na,na,na,0,na
660,240715-072423,-12.1813,-69.0773,15,15,Secundario,Palmeras,Arboles,msf,0,wipo,,,,,,,,,,111,f,13,,q,5,9,15,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,0,0,9,15,na,na,na,na,na,na,na,na,na,na,0,na
661,240715-074947,-12.1808,-69.0768,13,14,Secundario,Shrub,Arboles,pair,1,sche,,,0,0,none,n,0,2,1,0,m,3,,q,3,3,13,1,4,3211,1.75,1,3321,2.25,c,gl,q,fz,c,dv,0:08,1,1,3331,2.5,4,7,15,24,4,3,2,2,2,1,0,1,0,0,1.5,na
662,240715-074947,-12.1808,-69.0768,13,14,Secundario,Shrub,Arboles,pair,0,sche,,,,,,,,,,305,f,1,,q,3,3,13,1,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,7,15,24,na,na,na,na,na,na,na,na,na,na,0,na
663,240715-081346,-12.1794,-69.0776,5,7,Secundario,Shrub,Palmeras,solo,1,sche,,,0,0,none,n,0,1,1,0,m,6,,q,4,6,14,0,0,2103,1.5,1,2103,1.5,c,gl,q,fz,q,hop,rec,0,0,2103,1.5,4,9,18,26,3,2,1,1,1,1,2,1,1,1,1.4,na
664,240715-090209,-12.1728,-69.0765,12,12,Secundario,Palmeras,Shrub,pair,1,trco,,,0,0,none,n,0,2,1,0,m,5,,q,7,5,10,7,12,1022,1.25,2,0221,1.25,q,vig,q,dv,q,fz,rec,4,8,0011,0.5,8,18,20,38,3,2,2,2,1,1,3,3,3,3,2.3,na
665,240715-090209,-12.1728,-69.0765,12,12,Secundario,Palmeras,Shrub,pair,0,trco,,,,,,,,,,267,f,14,,q,7,5,10,8,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,18,20,38,na,na,na,na,na,na,na,na,na,na,0,na
666,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,1,momo,,,1,2,momo,u,1,10,4,0,u,5,,a,8,5,13,8,13,0101,0.5,1,0011,0.5,q,vig,a,dv,c,fly,0,27,10,0010,0.25,6,9,14,23,3,3,2,1,1,3,2,2,3,3,2.3,na
667,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,momo,,,,,,,,,,168,u,3,,c,8,5,13,9,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
668,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,260,m,15,,a,8,5,13,5,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
669,240715-095829,-12.1671,-69.0756,18,18,Secundario,Arboles,Palmeras,msf,0,haru,,,,,,,,,,269,m,18,,c,8,5,13,2,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,9,14,23,na,na,na,na,na,na,na,na,na,na,0,na
